@relation sessions
@attribute Session integer
@attribute Actions integer
@attribute Time integer
@attribute PageAverageTime real
@attribute /ksc.html {True, False}
@attribute /shuttle/missions/missions.html {True, False}
@attribute /shuttle/countdown/ {True, False}
@attribute / {True, False}
@data
56513,2,138,69.0,True,True,True,True
56514,4,367,91.75,True,True,True,True
56516,7,1172,167.42857142857142,True,True,True,True
56519,2,86,43.0,True,True,True,True
56520,6,907,151.16666666666666,True,True,True,True
56522,2,52,26.0,True,True,True,True
56529,4,154,38.5,True,True,True,True
56532,2,39,19.5,True,True,True,True
56533,8,613,76.625,True,True,True,True
56535,3,119,39.666666666666664,True,True,True,True
56538,5,509,101.8,True,True,True,True
56540,3,171,57.0,True,True,True,True
56541,2,63,31.5,True,True,True,True
56542,4,1065,266.25,True,True,True,True
56544,2,75,37.5,True,True,True,True
56546,8,840,105.0,True,True,True,True
56549,4,133,33.25,True,True,True,True
56551,4,121,30.25,True,True,True,True
56554,4,1299,324.75,True,True,True,True
56555,5,454,90.8,True,True,True,True
56556,3,636,212.0,True,True,True,True
56557,2,108,54.0,True,True,True,True
56558,2,25,12.5,True,True,True,True
56559,2,16,8.0,True,True,True,True
56560,2,18,9.0,True,True,True,True
56561,6,858,143.0,True,True,True,True
56562,2,36,18.0,True,True,True,True
56563,3,99,33.0,True,True,True,True
56564,6,644,107.33333333333333,True,True,True,True
56565,7,349,49.857142857142854,True,True,True,True
56566,2,164,82.0,True,True,True,True
56567,5,142,28.4,True,True,True,True
56568,4,61,15.25,True,True,True,True
56571,3,68,22.666666666666668,True,True,True,True
56573,6,253,42.166666666666664,True,True,True,True
56576,4,361,90.25,True,True,True,True
56577,4,102,25.5,True,True,True,True
56578,8,297,37.125,True,True,True,True
56580,7,481,68.71428571428571,True,True,True,True
56586,6,359,59.833333333333336,True,True,True,True
56587,3,94,31.333333333333332,True,True,True,True
56588,6,158,26.333333333333332,True,True,True,True
56589,2,58,29.0,True,True,True,True
56590,3,42,14.0,True,True,True,True
56591,3,61,20.333333333333332,True,True,True,True
56592,3,55,18.333333333333332,True,True,True,True
56593,3,44,14.666666666666666,True,True,True,True
56594,3,49,16.333333333333332,True,True,True,True
56595,3,42,14.0,True,True,True,True
56598,3,57,19.0,True,True,True,True
56599,3,156,52.0,True,True,True,True
56600,3,77,25.666666666666668,True,True,True,True
56601,3,59,19.666666666666668,True,True,True,True
56602,3,57,19.0,True,True,True,True
56603,4,276,69.0,True,True,True,True
56604,3,151,50.333333333333336,True,True,True,True
56605,3,66,22.0,True,True,True,True
56608,6,915,152.5,True,True,True,True
56609,2,55,27.5,True,True,True,True
56611,2,98,49.0,True,True,True,True
56619,2,37,18.5,True,True,True,True
56620,9,304,33.77777777777778,True,True,True,True
56621,3,279,93.0,True,True,True,True
56622,3,135,45.0,True,True,True,True
56623,3,118,39.333333333333336,True,True,True,True
56624,3,155,51.666666666666664,True,True,True,True
56625,2,33,16.5,True,True,True,True
56626,4,86,21.5,True,True,True,True
56627,3,257,85.66666666666667,True,True,True,True
56628,4,574,143.5,True,True,True,True
56631,3,80,26.666666666666668,True,True,True,True
56636,10,714,71.4,True,True,True,True
56637,3,168,56.0,True,True,True,True
56639,3,168,56.0,True,True,True,True
56640,2,55,27.5,True,True,True,True
56641,2,29,14.5,True,True,True,True
56642,3,216,72.0,True,True,True,True
56645,6,174,29.0,True,True,True,True
56646,4,273,68.25,True,True,True,True
56647,2,66,33.0,True,True,True,True
56648,5,711,142.2,True,True,True,True
56649,3,159,53.0,True,True,True,True
56653,2,89,44.5,True,True,True,True
56655,6,449,74.83333333333333,True,True,True,True
56657,2,37,18.5,True,True,True,True
56658,4,406,101.5,True,True,True,True
56659,4,726,181.5,True,True,True,True
56660,7,599,85.57142857142857,True,True,True,True
56664,2,54,27.0,True,True,True,True
56665,8,552,69.0,True,True,True,True
56667,2,1540,770.0,True,True,True,True
56669,2,42,21.0,True,True,True,True
56670,3,125,41.666666666666664,True,True,True,True
56671,2,19,9.5,True,True,True,True
56673,2,123,61.5,True,True,True,True
56675,7,496,70.85714285714286,True,True,True,True
56676,4,159,39.75,True,True,True,True
56679,4,413,103.25,True,True,True,True
56683,3,338,112.66666666666667,True,True,True,True
56684,4,339,84.75,True,True,True,True
56685,2,45,22.5,True,True,True,True
56686,4,98,24.5,True,True,True,True
56688,6,334,55.666666666666664,True,True,True,True
56691,3,89,29.666666666666668,True,True,True,True
56693,3,555,185.0,True,True,True,True
56695,2,5,2.5,True,True,True,True
56696,6,660,110.0,True,True,True,True
56697,2,34,17.0,True,True,True,True
56699,3,337,112.33333333333333,True,True,True,True
56700,3,271,90.33333333333333,True,True,True,True
56701,8,330,41.25,True,True,True,True
56702,2,15,7.5,True,True,True,True
56704,2,507,253.5,True,True,True,True
56712,2,109,54.5,True,True,True,True
56713,5,281,56.2,True,True,True,True
56717,4,549,137.25,True,True,True,True
56719,4,310,77.5,True,True,True,True
56721,3,420,140.0,True,True,True,True
56722,2,125,62.5,True,True,True,True
56723,3,99,33.0,True,True,True,True
56724,3,32,10.666666666666666,True,True,True,True
56725,16,1289,80.5625,True,True,True,True
56729,5,1244,248.8,True,True,True,True
56730,3,177,59.0,True,True,True,True
56731,2,276,138.0,True,True,True,True
56735,2,92,46.0,True,True,True,True
56737,3,150,50.0,True,True,True,True
56748,3,501,167.0,True,True,True,True
56749,2,253,126.5,True,True,True,True
56750,2,91,45.5,True,True,True,True
56752,2,454,227.0,True,True,True,True
56753,4,152,38.0,True,True,True,True
56754,4,435,108.75,True,True,True,True
56755,2,92,46.0,True,True,True,True
56756,4,76,19.0,True,True,True,True
56757,3,116,38.666666666666664,True,True,True,True
56758,4,240,60.0,True,True,True,True
56760,5,362,72.4,True,True,True,True
56764,6,311,51.833333333333336,True,True,True,True
56766,3,31,10.333333333333334,True,True,True,True
56772,3,79,26.333333333333332,True,True,True,True
56775,8,552,69.0,True,True,True,True
56776,3,95,31.666666666666668,True,True,True,True
56777,7,621,88.71428571428571,True,True,True,True
56783,5,66,13.2,True,True,True,True
56785,6,269,44.833333333333336,True,True,True,True
56786,2,11,5.5,True,True,True,True
56787,3,194,64.66666666666667,True,True,True,True
56790,9,897,99.66666666666667,True,True,True,True
56793,3,70,23.333333333333332,True,True,True,True
56794,2,47,23.5,True,True,True,True
56795,3,91,30.333333333333332,True,True,True,True
56796,3,609,203.0,True,True,True,True
56797,7,514,73.42857142857143,True,True,True,True
56798,2,62,31.0,True,True,True,True
56799,13,1543,118.6923076923077,True,True,True,True
56800,4,300,75.0,True,True,True,True
56803,4,562,140.5,True,True,True,True
56804,3,106,35.333333333333336,True,True,True,True
56805,3,41,13.666666666666666,True,True,True,True
56806,6,247,41.166666666666664,True,True,True,True
56807,2,42,21.0,True,True,True,True
56809,4,471,117.75,True,True,True,True
56811,5,364,72.8,True,True,True,True
56813,5,543,108.6,True,True,True,True
56815,5,213,42.6,True,True,True,True
56817,6,170,28.333333333333332,True,True,True,True
56818,3,74,24.666666666666668,True,True,True,True
56822,3,894,298.0,True,True,True,True
56825,5,232,46.4,True,True,True,True
56826,3,345,115.0,True,True,True,True
56827,4,91,22.75,True,True,True,True
56829,2,215,107.5,True,True,True,True
56831,2,63,31.5,True,True,True,True
56833,16,1367,85.4375,True,True,True,True
56834,4,243,60.75,True,True,True,True
56839,4,165,41.25,True,True,True,True
56840,2,31,15.5,True,True,True,True
56844,4,862,215.5,True,True,True,True
56845,3,73,24.333333333333332,True,True,True,True
56846,4,199,49.75,True,True,True,True
56847,2,55,27.5,True,True,True,True
56848,2,91,45.5,True,True,True,True
56854,2,16,8.0,True,True,True,True
56855,2,110,55.0,True,True,True,True
56857,3,161,53.666666666666664,True,True,True,True
56858,2,104,52.0,True,True,True,True
56863,2,96,48.0,True,True,True,True
56866,4,214,53.5,True,True,True,True
56868,2,23,11.5,True,True,True,True
56869,2,2,1.0,True,True,True,True
56870,3,247,82.33333333333333,True,True,True,True
56871,4,282,70.5,True,True,True,True
56872,2,541,270.5,True,True,True,True
56874,2,347,173.5,True,True,True,True
56875,2,91,45.5,True,True,True,True
56876,2,183,91.5,True,True,True,True
56877,4,147,36.75,True,True,True,True
56879,3,1144,381.3333333333333,True,True,True,True
56882,2,376,188.0,True,True,True,True
56891,3,629,209.66666666666666,True,True,True,True
56893,6,228,38.0,True,True,True,True
56894,6,167,27.833333333333332,True,True,True,True
56896,2,315,157.5,True,True,True,True
56901,4,120,30.0,True,True,True,True
56902,6,516,86.0,True,True,True,True
56903,4,285,71.25,True,True,True,True
56905,2,49,24.5,True,True,True,True
56906,2,87,43.5,True,True,True,True
56907,2,56,28.0,True,True,True,True
56909,19,1458,76.73684210526316,True,True,True,True
56910,11,1669,151.72727272727272,True,True,True,True
56911,7,492,70.28571428571429,True,True,True,True
56912,2,60,30.0,True,True,True,True
56917,2,34,17.0,True,True,True,True
56920,2,102,51.0,True,True,True,True
56922,6,894,149.0,True,True,True,True
56923,4,438,109.5,True,True,True,True
56924,3,51,17.0,True,True,True,True
56925,3,94,31.333333333333332,True,True,True,True
56926,2,317,158.5,True,True,True,True
56928,7,285,40.714285714285715,True,True,True,True
56929,2,55,27.5,True,True,True,True
56930,3,166,55.333333333333336,True,True,True,True
56934,2,229,114.5,True,True,True,True
56939,2,94,47.0,True,True,True,True
56942,2,57,28.5,True,True,True,True
56945,3,224,74.66666666666667,True,True,True,True
56946,3,53,17.666666666666668,True,True,True,True
56947,2,30,15.0,True,True,True,True
56949,3,772,257.3333333333333,True,True,True,True
56950,4,730,182.5,True,True,True,True
56952,3,133,44.333333333333336,True,True,True,True
56953,2,102,51.0,True,True,True,True
56956,5,170,34.0,True,True,True,True
56959,2,27,13.5,True,True,True,True
56961,2,88,44.0,True,True,True,True
56964,3,50,16.666666666666668,True,True,True,True
56965,2,34,17.0,True,True,True,True
56966,6,663,110.5,True,True,True,True
56969,4,111,27.75,True,True,True,True
56971,5,205,41.0,True,True,True,True
56972,3,335,111.66666666666667,True,True,True,True
56975,3,102,34.0,True,True,True,True
56978,2,325,162.5,True,True,True,True
56979,2,187,93.5,True,True,True,True
56980,3,135,45.0,True,True,True,True
56983,3,463,154.33333333333334,True,True,True,True
56985,6,242,40.333333333333336,True,True,True,True
56990,9,735,81.66666666666667,True,True,True,True
56991,2,158,79.0,True,True,True,True
56994,3,503,167.66666666666666,True,True,True,True
56996,3,120,40.0,True,True,True,True
56998,5,332,66.4,True,True,True,True
56999,2,103,51.5,True,True,True,True
57008,4,426,106.5,True,True,True,True
57012,3,93,31.0,True,True,True,True
57014,3,148,49.333333333333336,True,True,True,True
57015,2,67,33.5,True,True,True,True
57016,2,238,119.0,True,True,True,True
57017,4,457,114.25,True,True,True,True
57019,2,517,258.5,True,True,True,True
57020,2,435,217.5,True,True,True,True
57024,2,16,8.0,True,True,True,True
57026,3,179,59.666666666666664,True,True,True,True
57030,3,84,28.0,True,True,True,True
57031,4,523,130.75,True,True,True,True
57038,3,230,76.66666666666667,True,True,True,True
57041,3,90,30.0,True,True,True,True
57043,4,407,101.75,True,True,True,True
57044,3,232,77.33333333333333,True,True,True,True
57049,2,39,19.5,True,True,True,True
57050,5,1091,218.2,True,True,True,True
57053,2,0,0.0,False,False,False,False
57054,3,482,160.66666666666666,True,True,True,True
57056,2,39,19.5,True,True,True,True
57059,2,74,37.0,True,True,True,True
57060,2,28,14.0,True,True,True,True
57068,6,132,22.0,True,True,True,True
57071,8,1405,175.625,True,True,True,True
57072,2,63,31.5,True,True,True,True
57073,4,192,48.0,True,True,True,True
57075,2,71,35.5,True,True,True,True
57079,3,192,64.0,True,True,True,True
57081,3,313,104.33333333333333,True,True,True,True
57083,4,404,101.0,True,True,True,True
57084,3,409,136.33333333333334,True,True,True,True
57085,2,76,38.0,True,True,True,True
57086,2,9,4.5,True,True,True,True
57092,2,169,84.5,True,True,True,True
57093,5,312,62.4,True,True,True,True
57094,2,77,38.5,True,True,True,True
57097,5,1002,200.4,True,True,True,True
57098,4,172,43.0,True,True,True,True
57099,3,45,15.0,True,True,True,True
57101,4,722,180.5,True,True,True,True
57104,4,213,53.25,True,True,True,True
57107,3,556,185.33333333333334,True,True,True,True
57109,4,475,118.75,True,True,True,True
57112,2,26,13.0,True,True,True,True
57114,2,222,111.0,True,True,True,True
57115,2,172,86.0,True,True,True,True
57119,2,21,10.5,True,True,True,True
57120,11,741,67.36363636363636,True,True,True,True
57123,6,260,43.333333333333336,True,True,True,True
57125,2,59,29.5,True,True,True,True
57126,3,1230,410.0,True,True,True,True
57130,2,20,10.0,True,True,True,True
57132,6,420,70.0,True,True,True,True
57133,2,138,69.0,True,True,True,True
57135,2,99,49.5,True,True,True,True
57136,3,130,43.333333333333336,True,True,True,True
57138,3,182,60.666666666666664,True,True,True,True
57142,8,1505,188.125,True,True,True,True
57144,2,77,38.5,True,True,True,True
57145,4,534,133.5,True,True,True,True
57148,3,344,114.66666666666667,True,True,True,True
57154,7,1009,144.14285714285714,True,True,True,True
57155,5,266,53.2,True,True,True,True
57156,2,784,392.0,True,True,True,True
57158,3,65,21.666666666666668,True,True,True,True
57160,2,27,13.5,True,True,True,True
57161,2,76,38.0,True,True,True,True
57163,4,500,125.0,True,True,True,True
57165,3,199,66.33333333333333,True,True,True,True
57166,4,482,120.5,True,True,True,True
57170,2,88,44.0,True,True,True,True
57172,8,488,61.0,True,True,True,True
57175,2,8,4.0,True,True,True,True
57178,7,148,21.142857142857142,True,True,True,True
57180,4,271,67.75,True,True,True,True
57182,6,97,16.166666666666668,True,True,True,True
57183,6,995,165.83333333333334,True,True,True,True
57185,5,477,95.4,True,True,True,True
57188,2,199,99.5,True,True,True,True
57190,2,30,15.0,True,True,True,True
57191,3,382,127.33333333333333,True,True,True,True
57194,2,72,36.0,True,True,True,True
57196,2,102,51.0,True,True,True,True
57198,2,256,128.0,True,True,True,True
57199,4,1299,324.75,True,True,True,True
57200,2,1346,673.0,True,True,True,True
57201,2,123,61.5,True,True,True,True
57203,5,1022,204.4,True,True,True,True
57204,2,134,67.0,True,True,True,True
57205,2,24,12.0,True,True,True,True
57206,2,39,19.5,True,True,True,True
57209,2,62,31.0,True,True,True,True
57211,4,962,240.5,True,True,True,True
57213,3,235,78.33333333333333,True,True,True,True
57214,3,444,148.0,True,True,True,True
57216,6,613,102.16666666666667,True,True,True,True
57218,13,540,41.53846153846154,True,True,True,True
57222,3,106,35.333333333333336,True,True,True,True
57223,3,70,23.333333333333332,True,True,True,True
57225,2,19,9.5,True,True,True,True
57234,2,43,21.5,True,True,True,True
57235,4,408,102.0,True,True,True,True
57236,3,640,213.33333333333334,True,True,True,True
57237,2,88,44.0,True,True,True,True
57239,3,761,253.66666666666666,True,True,True,True
57240,2,114,57.0,True,True,True,True
57242,4,517,129.25,True,True,True,True
57246,3,71,23.666666666666668,True,True,True,True
57247,4,183,45.75,True,True,True,True
57250,3,1045,348.3333333333333,True,True,True,True
57251,4,171,42.75,True,True,True,True
57262,2,105,52.5,True,True,True,True
57266,2,118,59.0,True,True,True,True
57267,2,16,8.0,True,True,True,True
57268,2,50,25.0,True,True,True,True
57269,3,149,49.666666666666664,True,True,True,True
57271,5,69,13.8,True,True,True,True
57272,8,766,95.75,True,True,True,True
57275,6,344,57.333333333333336,True,True,True,True
57280,2,117,58.5,True,True,True,True
57288,2,115,57.5,True,True,True,True
57289,5,1331,266.2,True,True,True,True
57290,2,161,80.5,True,True,True,True
57294,2,72,36.0,True,True,True,True
57297,14,520,37.142857142857146,True,True,True,True
57300,4,1742,435.5,True,True,True,True
57306,2,47,23.5,True,True,True,True
57307,2,190,95.0,True,True,True,True
57310,3,88,29.333333333333332,True,True,True,True
57311,3,149,49.666666666666664,True,True,True,True
57312,2,32,16.0,True,True,True,True
57318,4,243,60.75,True,True,True,True
57319,2,136,68.0,True,True,True,True
57322,2,1,0.5,True,True,True,True
57324,2,27,13.5,True,True,True,True
57325,8,354,44.25,True,True,True,True
57329,2,109,54.5,True,True,True,True
57331,3,90,30.0,True,True,True,True
57332,2,108,54.0,True,True,True,True
57338,5,1238,247.6,True,True,True,True
57339,2,189,94.5,True,True,True,True
57341,2,44,22.0,True,True,True,True
57345,3,82,27.333333333333332,True,True,True,True
57347,4,926,231.5,True,True,True,True
57349,2,70,35.0,True,True,True,True
57351,2,78,39.0,True,True,True,True
57352,2,173,86.5,True,True,True,True
57353,2,105,52.5,True,True,True,True
57354,2,100,50.0,True,True,True,True
57355,2,20,10.0,True,True,True,True
57359,3,423,141.0,True,True,True,True
57366,4,495,123.75,True,True,True,True
57369,2,142,71.0,True,True,True,True
57370,5,412,82.4,True,True,True,True
57372,6,306,51.0,True,True,True,True
57374,2,43,21.5,True,True,True,True
57376,3,242,80.66666666666667,True,True,True,True
57382,4,373,93.25,True,True,True,True
57384,2,79,39.5,True,True,True,True
57386,4,495,123.75,True,True,True,True
57387,5,855,171.0,True,True,True,True
57392,3,641,213.66666666666666,True,True,True,True
57394,2,76,38.0,True,True,True,True
57395,8,182,22.75,True,True,True,True
57396,4,364,91.0,True,True,True,True
57397,2,55,27.5,True,True,True,True
57398,4,82,20.5,True,True,True,True
57399,3,169,56.333333333333336,True,True,True,True
57402,3,322,107.33333333333333,True,True,True,True
57406,2,18,9.0,True,True,True,True
57409,3,115,38.333333333333336,True,True,True,True
57410,2,24,12.0,True,True,True,True
57411,3,332,110.66666666666667,True,True,True,True
57413,3,680,226.66666666666666,True,True,True,True
57414,2,45,22.5,True,True,True,True
57418,2,28,14.0,True,True,True,True
57419,2,20,10.0,True,True,True,True
57420,2,66,33.0,True,True,True,True
57422,5,577,115.4,True,True,True,True
57424,4,164,41.0,True,True,True,True
57429,2,248,124.0,True,True,True,True
57432,5,402,80.4,True,True,True,True
57433,9,789,87.66666666666667,True,True,True,True
57436,2,20,10.0,True,True,True,True
57439,3,326,108.66666666666667,True,True,True,True
57442,3,389,129.66666666666666,True,True,True,True
57445,3,136,45.333333333333336,True,True,True,True
57450,2,89,44.5,True,True,True,True
57451,3,101,33.666666666666664,True,True,True,True
57452,3,61,20.333333333333332,True,True,True,True
57455,9,985,109.44444444444444,True,True,True,True
57456,2,72,36.0,True,True,True,True
57458,2,106,53.0,True,True,True,True
57463,2,140,70.0,True,True,True,True
57465,2,93,46.5,True,True,True,True
57466,2,116,58.0,True,True,True,True
57467,2,154,77.0,True,True,True,True
57468,4,285,71.25,True,True,True,True
57469,2,10,5.0,True,True,True,True
57470,2,214,107.0,True,True,True,True
57474,2,135,67.5,True,True,True,True
57475,5,193,38.6,True,True,True,True
57478,2,137,68.5,True,True,True,True
57483,5,450,90.0,True,True,True,True
57484,5,8,1.6,True,True,True,True
57485,3,421,140.33333333333334,True,True,True,True
57486,2,469,234.5,True,True,True,True
57487,2,11,5.5,True,True,True,True
57489,4,179,44.75,True,True,True,True
57492,3,73,24.333333333333332,True,True,True,True
57497,3,120,40.0,True,True,True,True
57502,6,968,161.33333333333334,True,True,True,True
57503,3,253,84.33333333333333,True,True,True,True
57505,2,462,231.0,True,True,True,True
57506,2,42,21.0,True,True,True,True
57512,2,76,38.0,True,True,True,True
57514,2,6,3.0,True,True,True,True
57516,3,32,10.666666666666666,True,True,True,True
57517,2,31,15.5,True,True,True,True
57520,3,276,92.0,True,True,True,True
57522,2,56,28.0,True,True,True,True
57523,3,103,34.333333333333336,True,True,True,True
57524,2,11,5.5,True,True,True,True
57525,3,159,53.0,True,True,True,True
57526,10,1005,100.5,True,True,True,True
57535,3,222,74.0,True,True,True,True
57537,3,694,231.33333333333334,True,True,True,True
57542,3,485,161.66666666666666,True,True,True,True
57545,2,62,31.0,True,True,True,True
57546,2,215,107.5,True,True,True,True
57549,2,54,27.0,True,True,True,True
57552,2,196,98.0,True,True,True,True
57553,2,602,301.0,True,True,True,True
57554,6,300,50.0,True,True,True,True
57557,6,572,95.33333333333333,True,True,True,True
57558,3,333,111.0,True,True,True,True
57559,2,28,14.0,True,True,True,True
57562,6,235,39.166666666666664,True,True,True,True
57574,2,105,52.5,True,True,True,True
57575,2,23,11.5,True,True,True,True
57578,5,59,11.8,True,True,True,True
57579,2,106,53.0,True,True,True,True
57581,3,163,54.333333333333336,True,True,True,True
57586,2,32,16.0,True,True,True,True
57590,3,308,102.66666666666667,True,True,True,True
57591,3,678,226.0,True,True,True,True
57592,2,22,11.0,True,True,True,True
57597,3,105,35.0,True,True,True,True
57601,7,477,68.14285714285714,True,True,True,True
57602,3,126,42.0,True,True,True,True
57603,5,151,30.2,True,True,True,True
57606,5,153,30.6,True,True,True,True
57615,4,201,50.25,True,True,True,True
57618,2,104,52.0,True,True,True,True
57619,4,159,39.75,True,True,True,True
57621,2,38,19.0,True,True,True,True
57623,4,71,17.75,True,True,True,True
57624,5,1518,303.6,True,True,True,True
57625,2,23,11.5,True,True,True,True
57627,3,57,19.0,True,True,True,True
57628,2,43,21.5,True,True,True,True
57629,4,160,40.0,True,True,True,True
57630,3,77,25.666666666666668,True,True,True,True
57633,5,386,77.2,True,True,True,True
57634,2,48,24.0,True,True,True,True
57636,5,232,46.4,True,True,True,True
57637,5,1194,238.8,True,True,True,True
57639,7,771,110.14285714285714,True,True,True,True
57640,6,400,66.66666666666667,True,True,True,True
57643,3,48,16.0,True,True,True,True
57644,2,170,85.0,True,True,True,True
57648,3,475,158.33333333333334,True,True,True,True
57650,3,73,24.333333333333332,True,True,True,True
57651,5,249,49.8,True,True,True,True
57655,8,433,54.125,True,True,True,True
57656,5,68,13.6,True,True,True,True
57658,7,320,45.714285714285715,True,True,True,True
57665,3,100,33.333333333333336,True,True,True,True
57670,4,234,58.5,True,True,True,True
57671,8,569,71.125,True,True,True,True
57672,5,491,98.2,True,True,True,True
57673,4,123,30.75,True,True,True,True
57674,3,191,63.666666666666664,True,True,True,True
57678,2,85,42.5,True,True,True,True
57682,4,661,165.25,True,True,True,True
57684,3,330,110.0,True,True,True,True
57685,5,123,24.6,True,True,True,True
57686,2,33,16.5,True,True,True,True
57689,2,54,27.0,True,True,True,True
57690,2,73,36.5,True,True,True,True
57694,3,224,74.66666666666667,True,True,True,True
57695,6,574,95.66666666666667,True,True,True,True
57696,4,313,78.25,True,True,True,True
57701,5,113,22.6,True,True,True,True
57703,2,138,69.0,True,True,True,True
57704,2,193,96.5,True,True,True,True
57705,4,135,33.75,True,True,True,True
57707,5,65,13.0,True,True,True,True
57709,3,239,79.66666666666667,True,True,True,True
57711,7,681,97.28571428571429,True,True,True,True
57712,2,16,8.0,True,True,True,True
57714,3,132,44.0,True,True,True,True
57718,2,96,48.0,True,True,True,True
57719,4,73,18.25,True,True,True,True
57722,5,95,19.0,True,True,True,True
57726,2,49,24.5,True,True,True,True
57738,3,19,6.333333333333333,True,True,True,True
57739,2,46,23.0,True,True,True,True
57741,5,179,35.8,True,True,True,True
57743,4,294,73.5,True,True,True,True
57744,6,599,99.83333333333333,True,True,True,True
57749,3,300,100.0,True,True,True,True
57750,4,303,75.75,True,True,True,True
57751,12,1110,92.5,True,True,True,True
57752,2,36,18.0,True,True,True,True
57754,2,27,13.5,True,True,True,True
57756,3,103,34.333333333333336,True,True,True,True
57759,4,119,29.75,True,True,True,True
57760,2,43,21.5,True,True,True,True
57761,4,173,43.25,True,True,True,True
57763,2,55,27.5,True,True,True,True
57764,2,40,20.0,True,True,True,True
57766,7,403,57.57142857142857,True,True,True,True
57767,2,35,17.5,True,True,True,True
57769,2,41,20.5,True,True,True,True
57770,2,13,6.5,True,True,True,True
57771,7,90,12.857142857142858,True,True,True,True
57772,7,205,29.285714285714285,True,True,True,True
57775,3,136,45.333333333333336,True,True,True,True
57776,3,295,98.33333333333333,True,True,True,True
57778,5,171,34.2,True,True,True,True
57780,2,18,9.0,True,True,True,True
57781,2,65,32.5,True,True,True,True
57782,2,150,75.0,True,True,True,True
57783,12,1338,111.5,True,True,True,True
57784,5,131,26.2,True,True,True,True
57790,5,279,55.8,True,True,True,True
57793,5,38,7.6,True,True,True,True
57794,2,17,8.5,True,True,True,True
57797,3,208,69.33333333333333,True,True,True,True
57799,2,84,42.0,True,True,True,True
57801,3,103,34.333333333333336,True,True,True,True
57802,2,58,29.0,True,True,True,True
57803,5,228,45.6,True,True,True,True
57804,3,470,156.66666666666666,True,True,True,True
57806,3,88,29.333333333333332,True,True,True,True
57807,2,15,7.5,True,True,True,True
57809,7,200,28.571428571428573,True,True,True,True
57810,5,169,33.8,True,True,True,True
57819,2,34,17.0,True,True,True,True
57820,4,180,45.0,True,True,True,True
57821,3,130,43.333333333333336,True,True,True,True
57822,6,588,98.0,True,True,True,True
57823,5,1626,325.2,True,True,True,True
57825,6,920,153.33333333333334,True,True,True,True
57829,5,241,48.2,True,True,True,True
57830,6,406,67.66666666666667,True,True,True,True
57831,2,26,13.0,True,True,True,True
57836,4,69,17.25,True,True,True,True
57842,2,71,35.5,True,True,True,True
57844,5,261,52.2,True,True,True,True
57845,2,221,110.5,True,True,True,True
57846,2,27,13.5,True,True,True,True
57847,2,108,54.0,True,True,True,True
57851,3,93,31.0,True,True,True,True
57852,5,112,22.4,True,True,True,True
57853,7,1051,150.14285714285714,True,True,True,True
57856,4,201,50.25,True,True,True,True
57857,3,141,47.0,True,True,True,True
57858,3,65,21.666666666666668,True,True,True,True
57859,4,74,18.5,True,True,True,True
57860,6,360,60.0,True,True,True,True
57865,6,896,149.33333333333334,True,True,True,True
57867,2,49,24.5,True,True,True,True
57871,3,127,42.333333333333336,True,True,True,True
57872,3,99,33.0,True,True,True,True
57873,2,17,8.5,True,True,True,True
57875,2,205,102.5,True,True,True,True
57877,4,82,20.5,True,True,True,True
57879,4,130,32.5,True,True,True,True
57883,9,760,84.44444444444444,True,True,True,True
57884,2,15,7.5,True,True,True,True
57885,2,69,34.5,True,True,True,True
57886,2,81,40.5,True,True,True,True
57891,3,34,11.333333333333334,True,True,True,True
57892,2,91,45.5,True,True,True,True
57893,7,307,43.857142857142854,True,True,True,True
57897,4,889,222.25,True,True,True,True
57907,4,506,126.5,True,True,True,True
57909,2,378,189.0,True,True,True,True
57911,5,95,19.0,True,True,True,True
57912,13,1044,80.3076923076923,True,True,True,True
57914,2,81,40.5,True,True,True,True
57915,2,64,32.0,True,True,True,True
57917,2,21,10.5,True,True,True,True
57920,3,178,59.333333333333336,True,True,True,True
57921,3,163,54.333333333333336,True,True,True,True
57922,3,357,119.0,True,True,True,True
57923,2,170,85.0,True,True,True,True
57924,2,226,113.0,True,True,True,True
57926,3,146,48.666666666666664,True,True,True,True
57932,3,64,21.333333333333332,True,True,True,True
57934,2,93,46.5,True,True,True,True
57935,2,36,18.0,True,True,True,True
57936,4,92,23.0,True,True,True,True
57937,2,23,11.5,True,True,True,True
57938,2,121,60.5,True,True,True,True
57944,4,204,51.0,True,True,True,True
57945,4,374,93.5,True,True,True,True
57946,2,30,15.0,True,True,True,True
57948,5,277,55.4,True,True,True,True
57950,4,1118,279.5,True,True,True,True
57951,4,430,107.5,True,True,True,True
57953,4,283,70.75,True,True,True,True
57954,6,281,46.833333333333336,True,True,True,True
57956,5,1116,223.2,True,True,True,True
57958,2,137,68.5,True,True,True,True
57959,2,104,52.0,True,True,True,True
57961,2,43,21.5,True,True,True,True
57965,5,864,172.8,True,True,True,True
57967,2,22,11.0,True,True,True,True
57968,3,122,40.666666666666664,True,True,True,True
57970,5,1068,213.6,True,True,True,True
57973,2,56,28.0,True,True,True,True
57976,2,29,14.5,True,True,True,True
57979,4,206,51.5,True,True,True,True
57980,2,90,45.0,True,True,True,True
57981,11,932,84.72727272727273,True,True,True,True
57983,2,71,35.5,True,True,True,True
57985,6,384,64.0,True,True,True,True
57987,5,471,94.2,True,True,True,True
57989,4,390,97.5,True,True,True,True
57992,4,376,94.0,True,True,True,True
57993,2,41,20.5,True,True,True,True
