@relation sessions
@attribute Session integer
@attribute Actions integer
@attribute Time integer
@attribute PageAverageTime real
@attribute /ksc.html {True, False}
@attribute /shuttle/missions/missions.html {True, False}
@attribute /shuttle/countdown/ {True, False}
@attribute / {True, False}
@data
18577,5,332,66.4,True,True,True,True
18578,3,210,70.0,True,True,True,True
18579,2,53,26.5,True,True,True,True
18588,2,1243,621.5,True,True,True,True
18593,4,118,29.5,True,True,True,True
18594,3,912,304.0,True,True,True,True
18596,3,1780,593.3333333333334,True,True,True,True
18597,7,1432,204.57142857142858,True,True,True,True
18600,3,111,37.0,True,True,True,True
18601,3,206,68.66666666666667,True,True,True,True
18605,5,405,81.0,True,True,True,True
18606,2,23,11.5,True,True,True,True
18607,2,41,20.5,True,True,True,True
18608,5,586,117.2,True,True,True,True
18609,2,133,66.5,True,True,True,True
18625,21,725,34.523809523809526,True,True,True,True
18626,2,132,66.0,True,True,True,True
18627,2,119,59.5,True,True,True,True
18631,4,294,73.5,True,True,True,True
18636,12,493,41.083333333333336,True,True,True,True
18638,2,79,39.5,True,True,True,True
18641,3,29,9.666666666666666,True,True,True,True
18651,2,101,50.5,True,True,True,True
18652,8,432,54.0,True,True,True,True
18653,2,528,264.0,True,True,True,True
18656,4,225,56.25,True,True,True,True
18662,2,65,32.5,True,True,True,True
18663,2,36,18.0,True,True,True,True
18664,4,238,59.5,True,True,True,True
18667,10,781,78.1,True,True,True,True
18668,2,56,28.0,True,True,True,True
18669,2,67,33.5,True,True,True,True
18670,3,146,48.666666666666664,True,True,True,True
18671,3,115,38.333333333333336,True,True,True,True
18672,3,78,26.0,True,True,True,True
18673,2,63,31.5,True,True,True,True
18674,4,484,121.0,True,True,True,True
18675,4,192,48.0,True,True,True,True
18676,3,62,20.666666666666668,True,True,True,True
18678,2,48,24.0,True,True,True,True
18680,4,388,97.0,True,True,True,True
18681,2,616,308.0,True,True,True,True
18685,2,588,294.0,True,True,True,True
18686,2,593,296.5,True,True,True,True
18688,4,259,64.75,True,True,True,True
18694,4,501,125.25,True,True,True,True
18697,6,454,75.66666666666667,True,True,True,True
18698,3,148,49.333333333333336,True,True,True,True
18699,2,21,10.5,True,True,True,True
18700,5,378,75.6,True,True,True,True
18702,3,554,184.66666666666666,True,True,True,True
18708,4,122,30.5,True,True,True,True
18709,5,322,64.4,True,True,True,True
18710,3,76,25.333333333333332,True,True,True,True
18711,7,135,19.285714285714285,True,True,True,True
18713,4,126,31.5,True,True,True,True
18716,5,418,83.6,True,True,True,True
18717,2,147,73.5,True,True,True,True
18718,10,553,55.3,True,True,True,True
18719,11,1411,128.27272727272728,True,True,True,True
18721,4,135,33.75,True,True,True,True
18722,5,298,59.6,True,True,True,True
18731,15,864,57.6,True,True,True,True
18732,2,39,19.5,True,True,True,True
18733,2,141,70.5,True,True,True,True
18734,2,95,47.5,True,True,True,True
18737,5,77,15.4,True,True,True,True
18739,5,205,41.0,True,True,True,True
18743,8,392,49.0,True,True,True,True
18745,2,70,35.0,True,True,True,True
18748,6,205,34.166666666666664,True,True,True,True
18749,3,145,48.333333333333336,True,True,True,True
18750,2,22,11.0,True,True,True,True
18758,2,25,12.5,True,True,True,True
18759,2,25,12.5,True,True,True,True
18762,11,1379,125.36363636363636,True,True,True,True
18765,4,226,56.5,True,True,True,True
18766,2,1155,577.5,True,True,True,True
18767,10,1405,140.5,True,True,True,True
18768,2,57,28.5,True,True,True,True
18775,3,1487,495.6666666666667,True,True,True,True
18776,6,1060,176.66666666666666,True,True,True,True
18778,3,54,18.0,True,True,True,True
18781,8,329,41.125,True,True,True,True
18783,21,974,46.38095238095238,True,True,True,True
18785,7,153,21.857142857142858,True,True,True,True
18786,5,190,38.0,True,True,True,True
18789,2,463,231.5,True,True,True,True
18790,4,264,66.0,True,True,True,True
18791,2,1333,666.5,True,True,True,True
18794,2,356,178.0,True,True,True,True
18795,3,38,12.666666666666666,True,True,True,True
18802,2,74,37.0,True,True,True,True
18803,5,1145,229.0,True,True,True,True
18804,5,173,34.6,True,True,True,True
18806,7,185,26.428571428571427,True,True,True,True
18807,2,115,57.5,True,True,True,True
18809,4,96,24.0,True,True,True,True
18810,2,166,83.0,True,True,True,True
18811,2,298,149.0,True,True,True,True
18812,5,825,165.0,True,True,True,True
18813,3,286,95.33333333333333,True,True,True,True
18814,2,50,25.0,True,True,True,True
18817,2,117,58.5,True,True,True,True
18821,6,993,165.5,True,True,True,True
18822,2,48,24.0,True,True,True,True
18828,3,262,87.33333333333333,True,True,True,True
18830,8,858,107.25,True,True,True,True
18833,2,153,76.5,True,True,True,True
18834,4,206,51.5,True,True,True,True
18836,8,529,66.125,True,True,True,True
18838,2,68,34.0,True,True,True,True
18843,2,236,118.0,True,True,True,True
18844,2,533,266.5,True,True,True,True
18845,3,33,11.0,True,True,True,True
18846,9,1203,133.66666666666666,True,True,True,True
18847,5,664,132.8,True,True,True,True
18848,3,63,21.0,True,True,True,True
18851,2,182,91.0,True,True,True,True
18853,2,399,199.5,True,True,True,True
18854,2,241,120.5,True,True,True,True
18855,2,420,210.0,True,True,True,True
18858,3,132,44.0,True,True,True,True
18859,2,39,19.5,True,True,True,True
18864,2,17,8.5,True,True,True,True
18865,5,156,31.2,True,True,True,True
18869,3,238,79.33333333333333,True,True,True,True
18873,4,481,120.25,True,True,True,True
18879,4,147,36.75,True,True,True,True
18880,2,267,133.5,True,True,True,True
18881,2,23,11.5,True,True,True,True
18885,3,135,45.0,True,True,True,True
18891,3,197,65.66666666666667,True,True,True,True
18892,4,390,97.5,True,True,True,True
18899,2,28,14.0,True,True,True,True
18902,2,105,52.5,True,True,True,True
18904,4,558,139.5,True,True,True,True
18906,5,1756,351.2,True,True,True,True
18908,3,350,116.66666666666667,True,True,True,True
18909,3,85,28.333333333333332,True,True,True,True
18910,4,613,153.25,True,True,True,True
18912,4,434,108.5,True,True,True,True
18913,3,55,18.333333333333332,True,True,True,True
18917,2,18,9.0,True,True,True,True
18921,5,180,36.0,True,True,True,True
18924,2,183,91.5,True,True,True,True
18925,3,380,126.66666666666667,True,True,True,True
18926,3,376,125.33333333333333,True,True,True,True
18928,7,599,85.57142857142857,True,True,True,True
18929,4,205,51.25,True,True,True,True
18931,6,276,46.0,True,True,True,True
18932,2,15,7.5,True,True,True,True
18938,6,328,54.666666666666664,True,True,True,True
18939,2,24,12.0,True,True,True,True
18940,2,80,40.0,True,True,True,True
18946,2,93,46.5,True,True,True,True
18948,6,489,81.5,True,True,True,True
18949,2,26,13.0,True,True,True,True
18950,2,87,43.5,True,True,True,True
18951,2,26,13.0,True,True,True,True
18953,3,93,31.0,True,True,True,True
18954,4,411,102.75,True,True,True,True
18956,4,240,60.0,True,True,True,True
18959,2,38,19.0,True,True,True,True
18960,2,35,17.5,True,True,True,True
18965,9,563,62.55555555555556,True,True,True,True
18969,2,64,32.0,True,True,True,True
18971,6,721,120.16666666666667,True,True,True,True
18975,2,5,2.5,True,True,True,True
18976,2,10,5.0,True,True,True,True
18978,2,15,7.5,True,True,True,True
18981,3,155,51.666666666666664,True,True,True,True
18982,2,5,2.5,True,True,True,True
18983,2,215,107.5,True,True,True,True
18985,2,9,4.5,True,True,True,True
18986,5,65,13.0,True,True,True,True
18987,3,333,111.0,True,True,True,True
18989,8,203,25.375,True,True,True,True
18990,2,6,3.0,True,True,True,True
18992,11,1576,143.27272727272728,True,True,True,True
18993,5,102,20.4,True,True,True,True
18997,3,146,48.666666666666664,True,True,True,True
18999,6,1057,176.16666666666666,True,True,True,True
19001,2,297,148.5,True,True,True,True
19002,3,357,119.0,True,True,True,True
19004,8,149,18.625,True,True,True,True
19005,4,98,24.5,True,True,True,True
19007,2,53,26.5,True,True,True,True
19008,5,50,10.0,True,True,True,True
19010,8,307,38.375,True,True,True,True
19013,2,18,9.0,True,True,True,True
19016,2,16,8.0,True,True,True,True
19017,4,186,46.5,True,True,True,True
19022,8,1384,173.0,True,True,True,True
19023,13,876,67.38461538461539,True,True,True,True
19024,4,936,234.0,True,True,True,True
19027,2,15,7.5,True,True,True,True
19030,3,96,32.0,True,True,True,True
19031,2,70,35.0,True,True,True,True
19032,2,226,113.0,True,True,True,True
19037,5,955,191.0,True,True,True,True
19039,11,731,66.45454545454545,True,True,True,True
19041,6,964,160.66666666666666,True,True,True,True
19045,9,560,62.22222222222222,True,True,True,True
19056,4,215,53.75,True,True,True,True
19060,3,54,18.0,True,True,True,True
19061,4,117,29.25,True,True,True,True
19064,2,66,33.0,True,True,True,True
19065,2,49,24.5,True,True,True,True
19068,3,172,57.333333333333336,True,True,True,True
19073,26,1512,58.15384615384615,True,True,True,True
19078,7,325,46.42857142857143,True,True,True,True
19080,3,42,14.0,True,True,True,True
19081,6,519,86.5,True,True,True,True
19082,2,34,17.0,True,True,True,True
19087,4,111,27.75,True,True,True,True
19092,2,226,113.0,True,True,True,True
19096,2,8,4.0,True,True,True,True
19097,4,157,39.25,True,True,True,True
19098,2,30,15.0,True,True,True,True
19099,2,29,14.5,True,True,True,True
19103,3,42,14.0,True,True,True,True
19104,3,441,147.0,True,True,True,True
19105,3,51,17.0,True,True,True,True
19106,2,23,11.5,True,True,True,True
19107,3,48,16.0,True,True,True,True
19108,2,14,7.0,True,True,True,True
19109,2,45,22.5,True,True,True,True
19110,7,779,111.28571428571429,True,True,True,True
19112,7,804,114.85714285714286,True,True,True,True
19119,2,290,145.0,True,True,True,True
19120,9,632,70.22222222222223,True,True,True,True
19121,2,18,9.0,True,True,True,True
19122,3,604,201.33333333333334,True,True,True,True
19123,3,50,16.666666666666668,True,True,True,True
19126,2,9,4.5,True,True,True,True
19127,2,157,78.5,True,True,True,True
19128,2,817,408.5,True,True,True,True
19129,3,122,40.666666666666664,True,True,True,True
19131,2,10,5.0,True,True,True,True
19132,2,20,10.0,True,True,True,True
19133,3,25,8.333333333333334,True,True,True,True
19134,5,460,92.0,True,True,True,True
19138,6,253,42.166666666666664,True,True,True,True
19141,5,268,53.6,True,True,True,True
19145,2,86,43.0,True,True,True,True
19146,8,887,110.875,True,True,True,True
19147,4,96,24.0,True,True,True,True
19148,2,48,24.0,True,True,True,True
19149,4,121,30.25,True,True,True,True
19150,2,30,15.0,True,True,True,True
19151,3,97,32.333333333333336,True,True,True,True
19152,4,113,28.25,True,True,True,True
19153,2,31,15.5,True,True,True,True
19155,7,652,93.14285714285714,True,True,True,True
19156,2,46,23.0,True,True,True,True
19157,5,354,70.8,True,True,True,True
19159,2,84,42.0,True,True,True,True
19162,5,1100,220.0,True,True,True,True
19164,2,34,17.0,True,True,True,True
19165,2,15,7.5,True,True,True,True
19166,5,165,33.0,True,True,True,True
19167,2,15,7.5,True,True,True,True
19168,2,33,16.5,True,True,True,True
19169,6,704,117.33333333333333,True,True,True,True
19171,3,167,55.666666666666664,True,True,True,True
19173,2,26,13.0,True,True,True,True
19175,4,125,31.25,True,True,True,True
19176,2,141,70.5,True,True,True,True
19178,4,272,68.0,True,True,True,True
19179,6,99,16.5,True,True,True,True
19180,7,251,35.857142857142854,True,True,True,True
19181,2,37,18.5,True,True,True,True
19182,3,216,72.0,True,True,True,True
19183,5,990,198.0,True,True,True,True
19185,11,908,82.54545454545455,True,True,True,True
19189,2,69,34.5,True,True,True,True
19192,2,242,121.0,True,True,True,True
19193,2,74,37.0,True,True,True,True
19198,5,117,23.4,True,True,True,True
19200,3,115,38.333333333333336,True,True,True,True
19201,2,19,9.5,True,True,True,True
19202,5,157,31.4,True,True,True,True
19203,12,829,69.08333333333333,True,True,True,True
19204,4,86,21.5,True,True,True,True
19208,6,210,35.0,True,True,True,True
19209,2,62,31.0,True,True,True,True
19210,2,53,26.5,True,True,True,True
19214,2,26,13.0,True,True,True,True
19215,5,529,105.8,True,True,True,True
19219,2,13,6.5,True,True,True,True
19220,4,32,8.0,True,True,True,True
19227,4,310,77.5,True,True,True,True
19231,4,293,73.25,True,True,True,True
19232,3,1249,416.3333333333333,True,True,True,True
19234,3,978,326.0,True,True,True,True
19237,2,20,10.0,True,True,True,True
19240,3,414,138.0,True,True,True,True
19242,2,57,28.5,True,True,True,True
19246,5,227,45.4,True,True,True,True
19247,6,337,56.166666666666664,True,True,True,True
19249,2,841,420.5,True,True,True,True
19251,2,18,9.0,True,True,True,True
19254,3,295,98.33333333333333,True,True,True,True
19256,3,433,144.33333333333334,True,True,True,True
19258,2,53,26.5,True,True,True,True
19259,4,845,211.25,True,True,True,True
19263,7,300,42.857142857142854,True,True,True,True
19267,2,577,288.5,True,True,True,True
19268,2,72,36.0,True,True,True,True
19271,3,67,22.333333333333332,True,True,True,True
19272,3,777,259.0,True,True,True,True
19273,2,106,53.0,True,True,True,True
19275,2,81,40.5,True,True,True,True
19278,2,74,37.0,True,True,True,True
19281,4,182,45.5,True,True,True,True
19283,2,123,61.5,True,True,True,True
19284,2,80,40.0,True,True,True,True
19285,2,145,72.5,True,True,True,True
19286,18,404,22.444444444444443,True,True,True,True
19287,13,845,65.0,True,True,True,True
19288,4,154,38.5,True,True,True,True
19290,3,215,71.66666666666667,True,True,True,True
19293,6,878,146.33333333333334,True,True,True,True
19297,3,66,22.0,True,True,True,True
19299,10,869,86.9,True,True,True,True
19300,17,1092,64.23529411764706,True,True,True,True
19304,3,99,33.0,True,True,True,True
19313,6,288,48.0,True,True,True,True
19315,4,113,28.25,True,True,True,True
19316,2,64,32.0,True,True,True,True
19317,2,33,16.5,True,True,True,True
19318,2,23,11.5,True,True,True,True
19319,3,92,30.666666666666668,True,True,True,True
19320,4,192,48.0,True,True,True,True
19321,3,67,22.333333333333332,True,True,True,True
19323,5,294,58.8,True,True,True,True
19324,4,88,22.0,True,True,True,True
19325,3,29,9.666666666666666,True,True,True,True
19326,4,152,38.0,True,True,True,True
19327,10,454,45.4,True,True,True,True
19333,4,77,19.25,True,True,True,True
19334,4,533,133.25,True,True,True,True
19335,2,19,9.5,True,True,True,True
19337,3,153,51.0,True,True,True,True
19341,3,267,89.0,True,True,True,True
19348,5,95,19.0,True,True,True,True
19350,4,819,204.75,True,True,True,True
19351,4,89,22.25,True,True,True,True
19352,2,27,13.5,True,True,True,True
19356,3,15,5.0,True,True,True,True
19357,2,32,16.0,True,True,True,True
19358,4,754,188.5,True,True,True,True
19359,11,1153,104.81818181818181,True,True,True,True
19364,10,1245,124.5,True,True,True,True
19368,4,667,166.75,True,True,True,True
19369,2,257,128.5,True,True,True,True
19375,8,488,61.0,True,True,True,True
19377,2,15,7.5,True,True,True,True
19378,2,24,12.0,True,True,True,True
19379,9,816,90.66666666666667,True,True,True,True
19381,2,15,7.5,True,True,True,True
19386,2,98,49.0,True,True,True,True
19392,3,63,21.0,True,True,True,True
19396,4,519,129.75,True,True,True,True
19397,5,92,18.4,True,True,True,True
19402,2,21,10.5,True,True,True,True
19405,2,49,24.5,True,True,True,True
19406,3,129,43.0,True,True,True,True
19408,13,474,36.46153846153846,True,True,True,True
19410,2,814,407.0,True,True,True,True
19412,6,457,76.16666666666667,True,True,True,True
19413,7,167,23.857142857142858,True,True,True,True
19414,3,95,31.666666666666668,True,True,True,True
19415,2,76,38.0,True,True,True,True
19416,3,143,47.666666666666664,True,True,True,True
19417,3,153,51.0,True,True,True,True
19418,2,88,44.0,True,True,True,True
19423,2,56,28.0,True,True,True,True
19424,6,220,36.666666666666664,True,True,True,True
19428,3,79,26.333333333333332,True,True,True,True
19431,5,704,140.8,True,True,True,True
19434,3,196,65.33333333333333,True,True,True,True
19435,9,1293,143.66666666666666,True,True,True,True
19437,3,432,144.0,True,True,True,True
19438,3,111,37.0,True,True,True,True
19440,9,679,75.44444444444444,True,True,True,True
19441,7,449,64.14285714285714,True,True,True,True
19442,4,371,92.75,True,True,True,True
19444,2,121,60.5,True,True,True,True
19445,2,33,16.5,True,True,True,True
19446,3,140,46.666666666666664,True,True,True,True
19449,3,190,63.333333333333336,True,True,True,True
19450,4,69,17.25,True,True,True,True
19451,2,43,21.5,True,True,True,True
19452,11,1393,126.63636363636364,True,True,True,True
19454,2,108,54.0,True,True,True,True
19455,4,186,46.5,True,True,True,True
19456,18,496,27.555555555555557,True,True,True,True
19458,2,17,8.5,True,True,True,True
19459,2,477,238.5,True,True,True,True
19460,4,456,114.0,True,True,True,True
19462,2,34,17.0,True,True,True,True
19463,2,52,26.0,True,True,True,True
19465,2,24,12.0,True,True,True,True
19466,2,34,17.0,True,True,True,True
19467,2,24,12.0,True,True,True,True
19468,4,397,99.25,True,True,True,True
19470,6,971,161.83333333333334,True,True,True,True
19472,3,82,27.333333333333332,True,True,True,True
19473,3,125,41.666666666666664,True,True,True,True
19474,4,218,54.5,True,True,True,True
19475,3,309,103.0,True,True,True,True
19476,2,20,10.0,True,True,True,True
19479,2,21,10.5,True,True,True,True
19483,2,28,14.0,True,True,True,True
19484,3,276,92.0,True,True,True,True
19485,2,357,178.5,True,True,True,True
19486,2,37,18.5,True,True,True,True
19487,2,29,14.5,True,True,True,True
19488,2,38,19.0,True,True,True,True
19490,2,30,15.0,True,True,True,True
19491,2,49,24.5,True,True,True,True
19492,2,286,143.0,True,True,True,True
19493,3,568,189.33333333333334,True,True,True,True
19495,5,520,104.0,True,True,True,True
19496,6,1285,214.16666666666666,True,True,True,True
19500,3,125,41.666666666666664,True,True,True,True
19502,2,425,212.5,True,True,True,True
19514,6,321,53.5,True,True,True,True
19516,2,55,27.5,True,True,True,True
19522,7,873,124.71428571428571,True,True,True,True
19528,2,13,6.5,True,True,True,True
19529,6,659,109.83333333333333,True,True,True,True
19532,2,169,84.5,True,True,True,True
19536,2,507,253.5,True,True,True,True
19538,3,151,50.333333333333336,True,True,True,True
19539,3,271,90.33333333333333,True,True,True,True
19540,5,292,58.4,True,True,True,True
19546,2,53,26.5,True,True,True,True
19547,2,55,27.5,True,True,True,True
19551,3,61,20.333333333333332,True,True,True,True
19554,5,461,92.2,True,True,True,True
19556,2,66,33.0,True,True,True,True
19558,4,240,60.0,True,True,True,True
19560,5,451,90.2,True,True,True,True
19565,2,28,14.0,True,True,True,True
19568,3,328,109.33333333333333,True,True,True,True
19569,2,39,19.5,True,True,True,True
19572,3,43,14.333333333333334,True,True,True,True
19573,2,8,4.0,True,True,True,True
19576,3,48,16.0,True,True,True,True
19579,4,88,22.0,True,True,True,True
19580,4,439,109.75,True,True,True,True
19582,3,293,97.66666666666667,True,True,True,True
19583,2,80,40.0,True,True,True,True
19584,5,263,52.6,True,True,True,True
19585,2,63,31.5,True,True,True,True
19590,2,235,117.5,True,True,True,True
19592,4,162,40.5,True,True,True,True
19600,3,67,22.333333333333332,True,True,True,True
19603,2,87,43.5,True,True,True,True
19607,2,44,22.0,True,True,True,True
19610,2,15,7.5,True,True,True,True
19611,2,37,18.5,True,True,True,True
19612,3,89,29.666666666666668,True,True,True,True
19613,5,286,57.2,True,True,True,True
19616,5,85,17.0,True,True,True,True
19618,15,452,30.133333333333333,True,True,True,True
19625,5,177,35.4,True,True,True,True
19628,3,99,33.0,True,True,True,True
19633,4,124,31.0,True,True,True,True
19635,7,883,126.14285714285714,True,True,True,True
19642,10,879,87.9,True,True,True,True
19644,5,1054,210.8,True,True,True,True
19646,2,55,27.5,True,True,True,True
19647,2,45,22.5,True,True,True,True
19648,3,960,320.0,True,True,True,True
19651,4,226,56.5,True,True,True,True
19653,6,476,79.33333333333333,True,True,True,True
19655,15,437,29.133333333333333,True,True,True,True
19656,5,453,90.6,True,True,True,True
19657,2,133,66.5,True,True,True,True
19658,2,21,10.5,True,True,True,True
19661,3,52,17.333333333333332,True,True,True,True
19662,5,108,21.6,True,True,True,True
19663,5,367,73.4,True,True,True,True
19664,3,41,13.666666666666666,True,True,True,True
19665,4,243,60.75,True,True,True,True
19667,2,18,9.0,True,True,True,True
19668,4,53,13.25,True,True,True,True
19669,2,27,13.5,True,True,True,True
19671,2,8,4.0,True,True,True,True
19672,3,731,243.66666666666666,True,True,True,True
19676,2,45,22.5,True,True,True,True
19678,2,45,22.5,True,True,True,True
19679,2,50,25.0,True,True,True,True
19685,2,76,38.0,True,True,True,True
19687,2,26,13.0,True,True,True,True
19689,6,214,35.666666666666664,True,True,True,True
19690,4,203,50.75,True,True,True,True
19691,8,653,81.625,True,True,True,True
19694,2,34,17.0,True,True,True,True
19698,4,392,98.0,True,True,True,True
19702,4,123,30.75,True,True,True,True
19704,4,158,39.5,True,True,True,True
19706,4,177,44.25,True,True,True,True
19707,5,268,53.6,True,True,True,True
19709,3,253,84.33333333333333,True,True,True,True
19713,3,279,93.0,True,True,True,True
19723,4,143,35.75,True,True,True,True
19724,2,23,11.5,True,True,True,True
19726,7,355,50.714285714285715,True,True,True,True
19729,2,84,42.0,True,True,True,True
19730,4,1380,345.0,True,True,True,True
19733,10,933,93.3,True,True,True,True
19734,3,103,34.333333333333336,True,True,True,True
19741,3,212,70.66666666666667,True,True,True,True
19744,2,64,32.0,True,True,True,True
19745,11,556,50.54545454545455,True,True,True,True
19746,7,640,91.42857142857143,True,True,True,True
19747,2,44,22.0,True,True,True,True
19748,2,56,28.0,True,True,True,True
19750,11,657,59.72727272727273,True,True,True,True
19751,15,1489,99.26666666666667,True,True,True,True
19753,3,586,195.33333333333334,True,True,True,True
19754,5,454,90.8,True,True,True,True
19755,8,1291,161.375,True,True,True,True
19756,2,156,78.0,True,True,True,True
19760,7,192,27.428571428571427,True,True,True,True
19761,11,1410,128.1818181818182,True,True,True,True
19763,3,84,28.0,True,True,True,True
19764,5,84,16.8,True,True,True,True
19765,7,610,87.14285714285714,True,True,True,True
19767,2,21,10.5,True,True,True,True
19768,2,21,10.5,True,True,True,True
19769,2,41,20.5,True,True,True,True
19770,2,33,16.5,True,True,True,True
19772,4,573,143.25,True,True,True,True
19777,3,71,23.666666666666668,True,True,True,True
19778,3,252,84.0,True,True,True,True
19781,3,141,47.0,True,True,True,True
19783,3,78,26.0,True,True,True,True
19790,3,103,34.333333333333336,True,True,True,True
19791,5,238,47.6,True,True,True,True
19793,3,127,42.333333333333336,True,True,True,True
19796,4,327,81.75,True,True,True,True
19797,6,674,112.33333333333333,True,True,True,True
19798,3,19,6.333333333333333,True,True,True,True
19799,2,15,7.5,True,True,True,True
19801,2,78,39.0,True,True,True,True
19803,3,31,10.333333333333334,True,True,True,True
19806,7,1120,160.0,True,True,True,True
19808,2,61,30.5,True,True,True,True
19811,4,290,72.5,True,True,True,True
19814,13,1563,120.23076923076923,True,True,True,True
19817,6,518,86.33333333333333,True,True,True,True
19819,2,30,15.0,True,True,True,True
19820,4,249,62.25,True,True,True,True
19823,2,41,20.5,True,True,True,True
19824,4,388,97.0,True,True,True,True
19826,2,850,425.0,True,True,True,True
19830,6,213,35.5,True,True,True,True
19831,4,304,76.0,True,True,True,True
19832,3,103,34.333333333333336,True,True,True,True
19834,2,366,183.0,True,True,True,True
19835,8,1208,151.0,True,True,True,True
19836,7,623,89.0,True,True,True,True
19838,2,11,5.5,True,True,True,True
19840,2,14,7.0,True,True,True,True
19841,4,94,23.5,True,True,True,True
19845,3,152,50.666666666666664,True,True,True,True
19846,2,126,63.0,True,True,True,True
19847,3,892,297.3333333333333,True,True,True,True
19850,4,1779,444.75,True,True,True,True
19853,3,943,314.3333333333333,True,True,True,True
19855,2,160,80.0,True,True,True,True
19859,7,204,29.142857142857142,True,True,True,True
19863,3,41,13.666666666666666,True,True,True,True
19864,2,28,14.0,True,True,True,True
19865,2,38,19.0,True,True,True,True
19867,4,881,220.25,True,True,True,True
19871,3,44,14.666666666666666,True,True,True,True
19872,2,28,14.0,True,True,True,True
19873,2,26,13.0,True,True,True,True
19874,2,36,18.0,True,True,True,True
19875,2,31,15.5,True,True,True,True
19876,6,198,33.0,True,True,True,True
19877,3,69,23.0,True,True,True,True
19878,2,34,17.0,True,True,True,True
19879,2,36,18.0,True,True,True,True
19880,2,24,12.0,True,True,True,True
19882,2,22,11.0,True,True,True,True
19883,2,30,15.0,True,True,True,True
19884,2,21,10.5,True,True,True,True
19885,2,23,11.5,True,True,True,True
19886,2,19,9.5,True,True,True,True
19887,2,31,15.5,True,True,True,True
19888,2,9,4.5,True,True,True,True
19889,2,9,4.5,True,True,True,True
19890,2,9,4.5,True,True,True,True
19891,2,9,4.5,True,True,True,True
19892,2,10,5.0,True,True,True,True
19893,2,13,6.5,True,True,True,True
19894,2,9,4.5,True,True,True,True
19895,2,19,9.5,True,True,True,True
19896,2,9,4.5,True,True,True,True
19897,2,14,7.0,True,True,True,True
19898,2,9,4.5,True,True,True,True
19899,2,10,5.0,True,True,True,True
19900,2,11,5.5,True,True,True,True
19901,2,17,8.5,True,True,True,True
19902,2,9,4.5,True,True,True,True
19903,2,9,4.5,True,True,True,True
19904,2,24,12.0,True,True,True,True
19905,2,25,12.5,True,True,True,True
19906,2,9,4.5,True,True,True,True
19907,2,22,11.0,True,True,True,True
19908,2,9,4.5,True,True,True,True
19909,2,9,4.5,True,True,True,True
19910,2,9,4.5,True,True,True,True
19911,4,227,56.75,True,True,True,True
19912,2,12,6.0,True,True,True,True
19913,2,9,4.5,True,True,True,True
19914,2,11,5.5,True,True,True,True
19915,2,12,6.0,True,True,True,True
19916,2,11,5.5,True,True,True,True
19917,3,113,37.666666666666664,True,True,True,True
19918,3,52,17.333333333333332,True,True,True,True
19920,5,237,47.4,True,True,True,True
19924,2,41,20.5,True,True,True,True
19925,11,452,41.09090909090909,True,True,True,True
19928,3,27,9.0,True,True,True,True
19933,9,655,72.77777777777777,True,True,True,True
19936,2,55,27.5,True,True,True,True
19940,2,82,41.0,True,True,True,True
19941,3,44,14.666666666666666,True,True,True,True
19942,4,670,167.5,True,True,True,True
19952,5,87,17.4,True,True,True,True
19953,2,15,7.5,True,True,True,True
19955,9,975,108.33333333333333,True,True,True,True
19959,6,324,54.0,True,True,True,True
19961,2,291,145.5,True,True,True,True
19964,7,902,128.85714285714286,True,True,True,True
19965,10,1328,132.8,True,True,True,True
19966,4,438,109.5,True,True,True,True
19967,3,131,43.666666666666664,True,True,True,True
19968,6,582,97.0,True,True,True,True
19969,3,388,129.33333333333334,True,True,True,True
19971,2,12,6.0,True,True,True,True
19974,2,27,13.5,True,True,True,True
19977,5,106,21.2,True,True,True,True
19978,2,34,17.0,True,True,True,True
19980,4,546,136.5,True,True,True,True
19982,3,99,33.0,True,True,True,True
19983,4,255,63.75,True,True,True,True
19984,2,97,48.5,True,True,True,True
19986,2,32,16.0,True,True,True,True
19988,9,964,107.11111111111111,True,True,True,True
19990,4,109,27.25,True,True,True,True
19993,2,369,184.5,True,True,True,True
19994,4,299,74.75,True,True,True,True
19996,3,255,85.0,True,True,True,True
19999,6,620,103.33333333333333,True,True,True,True
20003,4,430,107.5,True,True,True,True
20009,2,170,85.0,True,True,True,True
20011,3,32,10.666666666666666,True,True,True,True
20017,2,39,19.5,True,True,True,True
20019,5,149,29.8,True,True,True,True
20024,5,221,44.2,True,True,True,True
20028,4,245,61.25,True,True,True,True
20033,2,19,9.5,True,True,True,True
20036,3,93,31.0,True,True,True,True
20037,2,141,70.5,True,True,True,True
20039,2,18,9.0,True,True,True,True
20042,2,11,5.5,True,True,True,True
20043,2,56,28.0,True,True,True,True
20044,2,17,8.5,True,True,True,True
20045,4,604,151.0,True,True,True,True
20046,2,311,155.5,True,True,True,True
20047,5,342,68.4,True,True,True,True
20048,2,12,6.0,True,True,True,True
20055,2,162,81.0,True,True,True,True
20057,2,9,4.5,True,True,True,True
20066,5,973,194.6,True,True,True,True
20077,7,500,71.42857142857143,True,True,True,True
20078,4,776,194.0,True,True,True,True
20080,4,74,18.5,True,True,True,True
20082,2,6,3.0,True,True,True,True
20092,4,553,138.25,True,True,True,True
20099,2,20,10.0,True,True,True,True
20100,2,27,13.5,True,True,True,True
20101,7,647,92.42857142857143,True,True,True,True
20102,2,45,22.5,True,True,True,True
